Age,Job,Marital,Education,Default,Annual Balance,Loan (Housing loan / Personal loan),Last Contact Duration,# Contacts Currently,# Contacts Previously,Days Since Last Contacted,Outcomes for Previous Marketing Campaign,Predicted Subscription for Current Campaign
29,management,single,tertiary,no,637,H-,340,1,1,119,failure,yes
26,technician,single,secondary,no,1231,H-,385,2,5,96,success,yes
33,services,single,tertiary,no,1268,H-,2219,1,2,28,failure,no
32,management,married,tertiary,no,3154,--,126,1,4,44,failure,no
38,technician,married,secondary,no,1442,H-,113,1,1,119,failure,no
50,management,married,secondary,no,268,--,74,2,2,90,failure,no
46,technician,single,secondary,no,4367,H-,65,1,1,96,failure,no
28,technician,single,tertiary,no,3623,--,138,2,1,85,success,no
58,management,married,tertiary,no,2261,H-,1361,1,1,391,failure,no
37,technician,married,secondary,no,6384,HP,254,1,2,96,failure,no
42,unemployed,married,tertiary,no,576,--,447,2,1,96,success,yes
44,management,married,tertiary,no,423,--,136,6,5,83,success,no
26,management,single,tertiary,no,2786,--,300,2,1,72,success,yes
39,unemployed,married,tertiary,no,201,--,699,1,1,119,failure,yes
40,technician,married,secondary,no,694,H-,431,2,9,119,failure,yes
56,retired,married,primary,no,1947,--,124,1,2,34,failure,no
43,blue-collar,married,primary,no,3917,--,725,2,1,93,success,yes
33,technician,single,secondary,no,781,H-,266,1,1,27,failure,no
38,management,married,tertiary,no,7255,H-,78,2,2,44,failure,no
35,services,married,secondary,no,52,H-,328,2,4,94,success,yes
42,management,married,tertiary,no,2665,H-,280,2,11,126,failure,yes
37,services,single,secondary,no,1045,--,106,1,3,79,success,no
33,management,single,tertiary,no,506,--,176,1,2,91,success,no
33,technician,single,tertiary,no,154,--,111,2,2,78,failure,no
41,services,married,secondary,no,0,HP,352,2,2,122,failure,yes
26,technician,married,secondary,no,523,--,221,1,1,126,failure,no
43,management,married,tertiary,no,2987,--,156,1,3,85,failure,yes
38,technician,single,secondary,no,1130,--,96,2,1,98,success,yes
38,entrepreneur,divorced,secondary,no,1190,H-,81,2,3,391,failure,yes
41,management,divorced,tertiary,no,3426,--,102,2,3,297,failure,yes
31,services,married,secondary,no,447,--,327,3,3,77,success,yes
35,blue-collar,married,secondary,no,563,-P,147,1,3,119,failure,yes
37,technician,married,tertiary,no,549,--,217,2,1,94,success,no
31,management,single,tertiary,no,617,--,1161,1,2,97,success,yes
34,services,married,secondary,no,2918,-P,246,1,2,196,success,yes
34,admin.,single,secondary,no,303,--,282,3,3,126,failure,yes
29,admin.,single,tertiary,no,261,--,66,1,19,79,failure,no
27,admin.,single,secondary,no,827,H-,73,1,1,107,failure,no
40,admin.,single,secondary,no,985,H-,592,3,8,50,failure,yes
46,admin.,married,secondary,no,974,--,174,2,1,80,success,yes
28,management,single,secondary,no,171,--,324,1,1,87,success,yes
35,admin.,divorced,secondary,no,1085,--,199,1,7,86,success,yes
34,services,single,tertiary,no,88,--,206,1,1,99,failure,no
25,self-employed,single,tertiary,no,42,H-,149,1,1,94,success,yes
24,management,single,tertiary,no,1004,H-,133,1,2,67,failure,no
34,blue-collar,single,secondary,no,215,--,329,1,3,94,success,no
38,management,married,tertiary,no,1187,HP,76,2,1,123,failure,no
31,management,single,tertiary,no,924,--,207,2,1,98,success,yes
35,management,married,tertiary,no,697,--,57,2,1,304,failure,no
29,technician,single,secondary,no,5763,-P,271,2,2,92,success,no
57,management,married,tertiary,no,256,--,304,2,1,91,success,yes
22,blue-collar,single,secondary,no,682,--,126,2,1,91,success,yes
37,unknown,single,tertiary,no,0,--,257,2,1,97,success,yes
50,housemaid,married,secondary,no,388,--,152,2,2,89,success,no
46,technician,married,secondary,no,3434,-P,148,2,1,101,success,yes
38,management,married,tertiary,no,1354,H-,127,3,2,130,failure,no
28,technician,single,secondary,no,1363,--,431,3,1,102,success,no
32,admin.,single,tertiary,no,8866,--,234,2,2,83,success,yes
43,entrepreneur,divorced,secondary,no,3780,H-,67,2,3,202,failure,no
36,entrepreneur,divorced,tertiary,no,3407,--,993,4,4,85,success,yes
41,management,married,tertiary,no,254,--,183,2,2,294,failure,yes
37,services,married,secondary,no,3,H-,105,4,6,318,failure,no
24,management,single,tertiary,no,1506,--,239,2,4,95,success,yes
30,technician,single,secondary,no,601,--,80,3,1,105,failure,no
60,management,married,secondary,no,544,--,95,7,2,357,failure,yes
29,technician,married,tertiary,no,858,H-,234,7,1,330,failure,no
30,admin.,single,secondary,no,523,-P,136,3,1,101,success,no
33,management,married,tertiary,no,1390,--,92,2,2,312,failure,no
33,unemployed,married,tertiary,no,3335,--,92,1,6,301,failure,no
59,technician,married,secondary,no,259,--,415,1,1,89,success,yes
26,admin.,married,secondary,no,1595,--,155,1,1,105,failure,yes
37,admin.,single,tertiary,no,1000,H-,322,1,1,90,success,yes
35,management,single,tertiary,no,2015,--,60,1,1,390,failure,no
39,services,single,secondary,no,1048,H-,108,1,1,32,failure,no
30,management,single,tertiary,no,2,--,102,1,1,85,failure,no
48,technician,married,secondary,no,1981,H-,404,3,5,92,failure,no
32,student,single,unknown,no,640,--,49,2,1,134,failure,no
59,admin.,married,secondary,no,3735,--,243,3,6,91,success,yes
37,management,married,tertiary,no,26,--,151,7,4,62,failure,no
42,management,married,secondary,no,6526,--,133,2,3,399,failure,no
34,management,married,tertiary,no,2374,HP,270,2,2,314,failure,yes
42,technician,married,secondary,no,1539,--,63,5,2,211,failure,no
49,management,single,tertiary,no,7443,--,293,5,2,211,failure,yes
59,self-employed,married,tertiary,no,185,--,177,5,1,138,failure,no
55,admin.,married,secondary,no,9329,--,136,1,1,95,failure,no
30,technician,married,secondary,no,2326,--,67,1,1,108,success,no
83,retired,married,primary,no,425,--,883,1,1,140,failure,yes
61,management,married,tertiary,no,997,--,269,1,1,104,success,yes
73,retired,married,tertiary,no,448,--,68,1,1,90,success,no
26,unemployed,single,secondary,no,771,--,113,1,1,109,failure,no
58,management,married,secondary,no,111,--,39,1,2,90,failure,no
37,admin.,married,secondary,no,2061,HP,459,1,3,109,failure,yes
19,student,single,secondary,no,1803,--,124,1,1,105,failure,no
48,admin.,divorced,secondary,no,0,HP,248,1,1,89,failure,no
52,admin.,divorced,tertiary,no,0,HP,122,1,1,64,failure,no
33,technician,single,tertiary,no,6281,H-,1057,1,4,393,success,no
72,self-employed,married,tertiary,no,132,--,260,2,1,65,success,yes
45,technician,divorced,unknown,no,1823,--,97,1,2,377,failure,no
51,unemployed,married,tertiary,no,1801,--,82,1,3,77,success,no
50,management,divorced,tertiary,no,405,--,146,1,6,91,failure,no
40,management,married,tertiary,no,2763,H-,566,1,2,395,success,yes
42,entrepreneur,married,secondary,no,2959,H-,711,1,1,342,failure,yes
37,management,married,primary,no,22856,--,154,1,1,388,failure,no
60,retired,married,secondary,no,263,--,317,1,2,330,failure,no
30,blue-collar,married,primary,no,1101,HP,590,1,3,225,failure,no
28,management,single,tertiary,no,12956,H-,940,1,3,399,success,yes
39,admin.,divorced,secondary,no,19,H-,503,2,5,147,success,yes
31,blue-collar,married,secondary,no,625,H-,135,2,3,49,failure,yes
30,unemployed,married,tertiary,no,330,--,264,1,1,80,success,yes
34,management,married,tertiary,no,0,--,122,1,1,72,failure,no
31,admin.,married,secondary,no,873,H-,147,2,4,233,failure,no
40,services,married,tertiary,no,35,--,318,4,3,317,failure,no
47,management,married,tertiary,no,4879,--,96,3,3,340,failure,no
33,management,single,tertiary,no,1160,HP,139,1,2,391,failure,no
34,technician,married,secondary,no,-74,H-,98,2,4,347,failure,no
48,management,married,secondary,no,2892,--,407,1,1,385,success,yes
53,admin.,single,secondary,no,1958,--,82,2,4,75,failure,no
69,retired,married,tertiary,no,473,--,112,1,1,78,failure,no
37,services,married,secondary,no,981,--,682,2,1,386,success,yes
36,management,single,tertiary,no,4,H-,529,1,3,61,success,no
38,unemployed,married,primary,no,7005,H-,370,1,1,412,failure,yes
55,admin.,married,secondary,no,865,H-,105,1,2,82,failure,no
31,management,single,secondary,no,202,H-,167,1,1,62,failure,yes
31,management,single,tertiary,no,307,--,361,1,2,229,failure,yes
38,student,married,unknown,no,0,--,341,1,1,385,failure,yes
42,management,married,secondary,no,406,H-,194,1,2,391,success,no
29,technician,married,secondary,no,1599,H-,115,1,1,61,failure,no
58,retired,married,secondary,no,1227,--,625,1,1,156,failure,no
34,self-employed,married,tertiary,no,980,--,243,1,3,348,failure,no
26,student,single,tertiary,no,10086,--,475,3,2,78,success,no
32,management,single,tertiary,no,1017,--,166,7,1,163,failure,no
37,admin.,married,tertiary,no,3913,H-,57,2,1,80,success,no
34,technician,single,tertiary,no,144,HP,213,3,16,89,failure,no
44,entrepreneur,single,unknown,no,323,--,332,2,2,181,failure,yes
42,management,single,tertiary,no,11008,--,822,6,1,405,success,yes
34,technician,married,secondary,no,603,H-,51,4,1,434,failure,no
50,admin.,divorced,secondary,no,769,--,72,2,4,363,failure,no
49,technician,married,tertiary,no,0,-P,67,5,1,252,failure,no
44,management,married,tertiary,no,1646,H-,292,6,1,251,failure,no
37,admin.,single,secondary,no,115,--,236,1,4,92,failure,no
46,self-employed,single,secondary,no,526,--,326,1,3,96,success,no
25,management,single,tertiary,no,219,--,576,1,1,96,success,yes
29,management,married,tertiary,no,451,--,152,1,2,92,failure,no
47,technician,married,secondary,no,1167,H-,505,1,6,96,success,yes
62,retired,married,secondary,no,3340,--,259,1,1,35,failure,no
40,technician,single,tertiary,no,1646,H-,173,1,5,92,success,yes
46,management,married,tertiary,no,242,--,120,2,1,96,success,yes
31,admin.,single,secondary,no,40,--,158,1,2,104,failure,no
47,management,married,tertiary,no,699,--,432,3,2,97,success,no
55,management,divorced,tertiary,no,2383,--,1019,2,2,63,success,yes
30,self-employed,married,tertiary,no,2666,--,475,2,4,93,success,yes
53,management,married,tertiary,no,1356,H-,397,2,2,93,failure,no
48,management,married,tertiary,no,1147,--,389,1,2,64,success,yes
41,management,married,tertiary,no,2487,--,206,1,1,97,failure,no
47,management,single,tertiary,no,86,--,253,1,4,97,success,yes
25,student,single,secondary,no,41,H-,100,2,2,93,failure,no
20,student,married,unknown,no,292,--,385,2,1,93,failure,yes
47,housemaid,married,secondary,no,3940,H-,226,3,2,97,failure,yes
37,unemployed,single,tertiary,no,1291,--,150,1,2,97,success,yes
36,management,married,tertiary,no,495,--,157,3,2,97,success,yes
45,management,married,tertiary,no,6945,--,131,5,3,356,failure,no
53,management,married,tertiary,no,1624,--,107,1,6,98,success,yes
50,management,married,tertiary,no,938,--,148,2,1,98,success,no
65,retired,married,secondary,no,1176,--,111,1,1,184,failure,no
32,services,single,secondary,no,6857,--,85,1,1,185,failure,no
40,management,married,tertiary,no,0,--,131,2,6,98,success,yes
53,admin.,divorced,secondary,no,0,HP,1452,1,2,98,failure,yes
65,retired,married,tertiary,no,162,--,280,3,2,185,failure,no
46,management,married,tertiary,no,4693,-P,79,1,2,394,failure,yes
59,housemaid,married,secondary,no,0,--,107,2,1,63,failure,no
47,housemaid,married,primary,no,201,H-,58,2,1,382,failure,no
30,technician,married,secondary,no,776,--,72,1,2,99,success,no
41,admin.,married,tertiary,no,1536,--,273,1,2,95,failure,yes
59,retired,married,unknown,no,1116,--,149,2,1,99,failure,no
37,admin.,married,secondary,no,96,--,155,1,2,99,success,yes
32,admin.,single,tertiary,no,4041,--,325,1,2,99,success,no
57,services,married,secondary,no,2476,H-,239,1,1,459,success,no
32,management,single,tertiary,no,697,--,119,1,3,99,failure,no
34,management,married,tertiary,no,0,H-,262,1,2,99,success,yes
49,technician,married,secondary,no,305,--,140,1,1,99,failure,no
42,services,single,secondary,no,3403,H-,215,1,1,99,failure,yes
58,unemployed,married,secondary,no,687,H-,221,1,2,99,success,yes
47,unknown,married,unknown,no,677,--,384,1,4,99,success,no
33,services,married,secondary,no,1076,--,88,1,4,259,failure,no
35,entrepreneur,married,secondary,no,2971,--,158,2,6,95,success,no
41,management,married,tertiary,no,2226,--,182,2,1,99,failure,yes
23,student,single,secondary,no,0,--,217,1,7,99,success,yes
33,management,single,tertiary,no,5437,--,131,1,2,98,success,no
39,blue-collar,single,tertiary,no,172,H-,248,1,1,131,success,no
42,technician,single,unknown,no,11115,--,187,1,1,102,success,yes
33,management,married,tertiary,no,22867,H-,73,1,2,440,failure,no
32,management,single,tertiary,no,935,--,161,2,5,375,failure,yes
59,retired,married,tertiary,no,1425,--,489,2,1,102,success,no
38,admin.,married,secondary,no,47,H-,120,1,5,98,success,no
48,blue-collar,married,secondary,no,1730,H-,158,1,1,102,success,no
59,retired,divorced,tertiary,no,3444,--,252,1,2,185,success,yes
28,blue-collar,single,tertiary,no,1984,H-,89,1,3,98,failure,no
46,blue-collar,married,secondary,no,4855,H-,1529,1,1,397,failure,no
32,self-employed,single,tertiary,no,1815,--,235,1,2,102,failure,yes
33,admin.,married,secondary,no,95,H-,155,1,1,102,success,no
40,blue-collar,married,secondary,no,1508,--,153,2,1,383,failure,no
52,housemaid,married,primary,no,618,HP,352,2,2,102,failure,no
40,technician,married,secondary,no,694,H-,107,4,11,68,success,no
26,student,single,secondary,no,1608,--,89,2,2,102,success,no
30,management,married,tertiary,no,805,--,134,3,1,194,failure,no
62,retired,married,primary,no,3738,--,151,3,1,185,failure,no
55,admin.,divorced,secondary,no,1693,--,247,1,3,102,success,no
33,technician,married,secondary,no,218,HP,162,1,4,161,failure,no
31,management,married,tertiary,no,10884,--,294,3,2,98,success,yes
26,student,single,tertiary,no,2,--,121,1,2,102,failure,no
30,management,single,tertiary,no,697,--,179,3,2,102,success,yes
45,management,married,tertiary,no,3857,H-,425,2,1,190,failure,no
83,retired,married,tertiary,no,6236,--,155,1,2,190,failure,no
34,self-employed,married,tertiary,no,2427,--,90,3,3,70,failure,no
71,management,married,tertiary,no,13297,--,265,1,2,190,failure,no
42,blue-collar,married,primary,no,201,H-,265,1,3,103,success,yes
34,admin.,single,secondary,no,-32,-P,89,3,2,103,success,no
24,self-employed,single,tertiary,no,2376,--,123,1,1,106,success,no
33,entrepreneur,married,unknown,no,73,H-,156,1,2,263,failure,no
42,technician,married,unknown,no,1559,--,155,1,1,103,success,no
42,services,single,tertiary,no,94,H-,176,2,4,90,failure,yes
20,student,single,secondary,no,130,--,88,1,3,99,failure,no
28,student,single,secondary,no,5916,--,344,1,6,81,failure,no
40,admin.,married,tertiary,no,1108,--,170,2,1,112,success,no
57,technician,married,secondary,no,589,H-,167,1,5,190,failure,yes
31,management,married,tertiary,no,199,HP,127,2,4,461,success,no
30,management,single,tertiary,no,533,--,229,2,4,99,success,yes
60,technician,married,tertiary,no,6573,H-,75,1,1,274,failure,no
61,retired,married,tertiary,no,2557,H-,139,3,1,190,success,yes
31,services,single,tertiary,no,620,--,153,1,2,103,failure,no
42,technician,married,secondary,no,994,H-,149,1,5,78,failure,yes
26,admin.,single,secondary,no,96,--,349,1,3,70,failure,yes
33,admin.,divorced,secondary,no,661,H-,108,1,7,99,failure,no
40,admin.,single,secondary,no,100,H-,221,1,1,461,success,yes
29,admin.,married,tertiary,no,238,--,97,1,3,78,success,no
45,admin.,married,secondary,no,1435,H-,201,1,1,103,failure,no
55,technician,single,secondary,no,1199,-P,91,1,10,99,failure,no
39,admin.,married,secondary,no,260,H-,175,2,2,116,failure,yes
55,retired,married,tertiary,no,357,H-,526,1,1,103,failure,no
58,self-employed,married,primary,no,1013,H-,206,1,1,461,failure,yes
42,admin.,married,secondary,no,437,H-,120,3,1,190,failure,no
32,blue-collar,single,tertiary,no,60,HP,248,2,1,462,failure,no
33,management,single,tertiary,no,312,--,271,1,3,369,failure,no
32,management,single,tertiary,no,3283,--,623,2,2,191,success,yes
37,management,married,tertiary,no,393,H-,62,2,2,104,success,no
44,self-employed,divorced,tertiary,no,1070,H-,137,2,3,104,success,yes
31,services,single,secondary,no,181,--,182,1,1,104,success,yes
32,technician,married,secondary,no,484,H-,668,2,1,463,success,yes
24,student,single,primary,no,474,--,249,1,1,104,success,no
28,technician,single,tertiary,no,0,H-,150,1,3,79,success,no
36,management,single,tertiary,no,3850,H-,239,2,4,100,failure,yes
59,housemaid,married,primary,no,182,--,90,1,2,104,failure,no
38,admin.,single,secondary,no,245,HP,251,2,4,117,failure,no
35,housemaid,married,tertiary,no,11219,--,699,2,1,79,failure,no
41,management,married,tertiary,no,27696,--,147,2,1,104,failure,yes
59,technician,married,secondary,no,116,--,398,4,3,422,failure,yes
53,services,married,secondary,no,341,--,90,2,2,104,success,no
47,technician,married,tertiary,no,2408,--,236,1,1,104,success,no
61,management,single,tertiary,no,2,--,131,1,3,114,failure,yes
32,management,married,tertiary,no,1331,--,93,1,4,104,success,no
37,admin.,single,tertiary,no,3954,H-,87,1,2,117,failure,no
34,technician,married,secondary,no,256,H-,201,2,1,267,failure,no
34,management,single,tertiary,no,48,H-,810,3,6,93,failure,yes
35,management,married,tertiary,no,2088,H-,94,1,3,51,failure,no
32,services,married,secondary,no,386,--,305,3,1,104,failure,no
55,management,married,primary,no,113,--,306,1,3,457,failure,yes
69,retired,married,primary,no,324,--,875,1,4,189,success,no
33,blue-collar,single,secondary,no,498,--,338,2,1,104,success,yes
49,entrepreneur,single,secondary,no,5802,--,175,3,2,104,success,no
32,management,single,tertiary,no,354,--,363,1,3,104,success,no
43,technician,married,tertiary,no,2643,--,188,3,5,100,success,yes
33,technician,married,tertiary,no,4401,--,96,2,1,104,success,no
46,technician,married,secondary,no,0,--,107,1,3,104,success,no
44,self-employed,married,unknown,no,163,H-,44,1,3,100,success,no
49,technician,married,secondary,no,905,--,90,1,1,68,success,no
34,services,married,secondary,no,1337,--,255,2,1,104,success,yes
25,management,single,tertiary,no,2305,--,222,2,2,104,failure,no
44,technician,married,tertiary,no,1818,HP,120,1,1,104,failure,no
46,unemployed,married,secondary,no,1040,--,542,1,5,78,failure,no
31,management,married,tertiary,no,1812,--,112,1,1,104,success,no
30,unemployed,single,tertiary,no,1159,--,95,1,1,68,success,no
32,self-employed,divorced,tertiary,no,3271,--,162,1,3,100,success,no
35,services,married,unknown,no,618,--,293,1,1,104,success,yes
