Age Group,Type of Job,Marital Status,Education Level,Credit in Default,Annual Balance (Euros),Loan (Housing / Personal),Last Contact Duration (sec),Contacts Performed (current),Contacts Performed (previous),Month Since Last Contacted,Previous Outcomes,Predicted Subscription (current)
36 - 45,admin.,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
46 - 55,management,married,tertiary,no,Negative Balances,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,student,single,unknown,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,married,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,yes
36 - 45,technician,married,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,6 months,failure,no
26 - 35,admin.,single,tertiary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,unknown,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
66 - 75,retired,single,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
66 - 75,retired,divorced,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
66 - 75,retired,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,no
26 - 35,student,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
26 - 35,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
56 - 65,retired,married,tertiary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,6 months,success,yes
26 - 35,student,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,admin.,single,secondary,no,0 - 10k,-P,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
26 - 35,blue-collar,married,primary,no,0 - 10k,H-,0 - 1 hours,7 - 9,11 - 20,12 months,success,no
36 - 45,services,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,yes
56 - 65,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
36 - 45,services,married,secondary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,management,divorced,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,technician,married,tertiary,no,0 - 10k,H-,0 - 1 hours,4 - 6,1 - 10,12 months,failure,yes
36 - 45,student,single,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
56 - 65,unemployed,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,blue-collar,married,unknown,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,failure,no
26 - 35,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
66 - 75,retired,married,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,management,single,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
76 - 85,retired,divorced,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,technician,married,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,management,married,tertiary,no,Negative Balances,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,services,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,management,married,unknown,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
16 - 25,student,single,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,blue-collar,married,primary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,unemployed,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,admin.,divorced,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
66 - 75,retired,married,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,management,divorced,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,no
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,yes
56 - 65,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
36 - 45,management,married,tertiary,no,Negative Balances,--,0 - 1 hours,4 - 6,1 - 10,6 months,failure,no
76 - 85,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,no
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
66 - 75,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
56 - 65,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,no
26 - 35,self-employed,married,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
76 - 85,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
46 - 55,blue-collar,married,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
66 - 75,retired,married,secondary,no,0 - 10k,-P,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
66 - 75,retired,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
26 - 35,blue-collar,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,admin.,married,secondary,no,10k - 20k,--,1 - 2 hours,4 - 6,1 - 10,12 months,failure,no
36 - 45,admin.,divorced,secondary,no,0 - 10k,HP,0 - 1 hours,4 - 6,1 - 10,12 months,success,yes
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
36 - 45,housemaid,single,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,housemaid,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,admin.,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
46 - 55,management,married,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,retired,married,primary,no,0 - 10k,--,2 - 3 hours,1 - 3,1 - 10,6 months,failure,yes
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,admin.,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,student,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,services,divorced,secondary,no,Negative Balances,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,management,married,tertiary,no,0 - 10k,H-,2 - 3 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,management,divorced,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,admin.,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,technician,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,21 - 30,12 months,success,no
66 - 75,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,unemployed,married,secondary,no,Negative Balances,HP,0 - 1 hours,1 - 3,11 - 20,12 months,failure,no
26 - 35,self-employed,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,student,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,services,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,success,yes
46 - 55,management,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
56 - 65,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
16 - 25,student,single,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
56 - 65,management,married,tertiary,no,10k - 20k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
46 - 55,management,single,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
56 - 65,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
66 - 75,retired,married,primary,no,Negative Balances,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,admin.,married,tertiary,no,0 - 10k,H-,0 - 1 hours,4 - 6,1 - 10,24 months,failure,no
26 - 35,self-employed,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,admin.,married,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
36 - 45,technician,married,secondary,no,0 - 10k,HP,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,admin.,single,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
36 - 45,technician,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,no
36 - 45,admin.,married,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
56 - 65,management,divorced,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,management,single,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,6 months,failure,no
46 - 55,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,student,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
26 - 35,self-employed,single,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,HP,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,management,married,tertiary,no,Negative Balances,HP,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
46 - 55,technician,divorced,secondary,no,Negative Balances,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
76 - 85,retired,married,secondary,no,80k - 90k,--,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,technician,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
46 - 55,management,married,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,yes
46 - 55,admin.,married,secondary,no,0 - 10k,H-,0 - 1 hours,4 - 6,1 - 10,18 months,success,yes
46 - 55,technician,married,secondary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,24 months,failure,yes
66 - 75,retired,married,tertiary,no,10k - 20k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
16 - 25,student,single,secondary,no,0 - 10k,--,2 - 3 hours,4 - 6,1 - 10,12 months,failure,yes
46 - 55,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,management,married,tertiary,no,0 - 10k,H-,2 - 3 hours,1 - 3,1 - 10,6 months,success,no
26 - 35,admin.,divorced,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
26 - 35,management,single,unknown,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
46 - 55,unemployed,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,18 months,success,yes
26 - 35,student,single,tertiary,no,10k - 20k,H-,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
26 - 35,self-employed,single,tertiary,no,0 - 10k,HP,0 - 1 hours,1 - 3,1 - 10,18 months,failure,yes
76 - 85,retired,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,11 - 20,6 months,success,no
26 - 35,management,single,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
56 - 65,retired,married,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
56 - 65,admin.,married,primary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,failure,no
26 - 35,technician,single,tertiary,no,Negative Balances,H-,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
36 - 45,admin.,married,secondary,no,Negative Balances,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
66 - 75,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,technician,married,tertiary,no,Negative Balances,-P,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
66 - 75,retired,divorced,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,self-employed,single,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,6 months,success,no
26 - 35,management,single,tertiary,no,0 - 10k,--,1 - 2 hours,4 - 6,1 - 10,12 months,success,yes
46 - 55,entrepreneur,divorced,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
66 - 75,retired,divorced,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
56 - 65,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,blue-collar,single,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
76 - 85,housemaid,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
56 - 65,self-employed,divorced,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,admin.,married,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
56 - 65,management,married,tertiary,no,Negative Balances,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
16 - 25,blue-collar,single,secondary,no,0 - 10k,H-,0 - 1 hours,4 - 6,1 - 10,12 months,success,yes
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,management,single,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,24 months,failure,yes
36 - 45,technician,married,tertiary,no,10k - 20k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,yes
26 - 35,technician,single,tertiary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,success,yes
16 - 25,student,single,secondary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,success,yes
36 - 45,services,married,primary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
66 - 75,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,7 - 9,1 - 10,12 months,success,yes
26 - 35,self-employed,married,tertiary,no,0 - 10k,HP,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
66 - 75,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,technician,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,yes
36 - 45,blue-collar,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,retired,married,primary,no,0 - 10k,H-,0 - 1 hours,4 - 6,1 - 10,6 months,failure,no
26 - 35,student,single,unknown,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,18 months,failure,no
16 - 25,services,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,admin.,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
16 - 25,student,single,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
56 - 65,retired,married,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,18 months,success,no
16 - 25,student,single,primary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
66 - 75,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,student,single,tertiary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,success,yes
46 - 55,unemployed,divorced,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,blue-collar,divorced,secondary,no,Negative Balances,H-,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,blue-collar,single,secondary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,24 months,failure,yes
66 - 75,retired,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
36 - 45,technician,single,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,student,single,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
46 - 55,technician,married,secondary,no,0 - 10k,HP,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,retired,divorced,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
56 - 65,management,married,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
76 - 85,retired,divorced,primary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,success,no
36 - 45,technician,married,tertiary,no,0 - 10k,--,1 - 2 hours,4 - 6,1 - 10,12 months,success,yes
36 - 45,self-employed,married,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,18 months,failure,yes
36 - 45,technician,single,unknown,no,10k - 20k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
66 - 75,retired,married,primary,no,0 - 10k,--,2 - 3 hours,1 - 3,1 - 10,12 months,success,yes
76 - 85,management,married,unknown,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,admin.,divorced,primary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,18 months,success,yes
26 - 35,technician,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,technician,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,yes
36 - 45,blue-collar,single,secondary,no,Negative Balances,H-,4 - 5 hours,1 - 3,1 - 10,12 months,failure,yes
56 - 65,housemaid,married,primary,no,0 - 10k,--,0 - 1 hours,4 - 6,1 - 10,12 months,failure,no
26 - 35,management,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
66 - 75,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,technician,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,technician,married,tertiary,no,Negative Balances,HP,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
26 - 35,admin.,single,secondary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,18 months,failure,no
76 - 85,retired,married,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
56 - 65,blue-collar,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,yes
66 - 75,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,admin.,married,unknown,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
66 - 75,retired,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
76 - 85,self-employed,married,unknown,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,management,single,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
66 - 75,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
56 - 65,retired,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,housemaid,married,secondary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,unemployed,married,tertiary,no,Negative Balances,--,2 - 3 hours,1 - 3,1 - 10,12 months,success,yes
56 - 65,retired,married,primary,no,10k - 20k,--,1 - 2 hours,1 - 3,1 - 10,12 months,failure,yes
46 - 55,technician,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
46 - 55,admin.,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,24 months,failure,no
36 - 45,management,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,18 months,success,yes
16 - 25,student,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
26 - 35,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
56 - 65,retired,divorced,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,services,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
46 - 55,technician,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,admin.,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,management,married,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,no
46 - 55,blue-collar,married,secondary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
46 - 55,management,married,tertiary,no,Negative Balances,H-,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
56 - 65,blue-collar,married,primary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
36 - 45,housemaid,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
46 - 55,technician,married,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,failure,no
26 - 35,housemaid,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
76 - 85,retired,married,tertiary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,services,married,secondary,no,0 - 10k,--,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
36 - 45,unemployed,married,tertiary,no,0 - 10k,H-,0 - 1 hours,1 - 3,1 - 10,12 months,failure,no
26 - 35,unemployed,single,tertiary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
56 - 65,management,married,unknown,no,0 - 10k,--,0 - 1 hours,1 - 3,11 - 20,12 months,success,yes
76 - 85,retired,married,primary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,6 months,success,yes
26 - 35,admin.,single,secondary,no,0 - 10k,--,0 - 1 hours,1 - 3,1 - 10,12 months,success,no
26 - 35,admin.,married,tertiary,no,0 - 10k,H-,1 - 2 hours,1 - 3,1 - 10,12 months,success,yes
